90,28,108,3,0.05889270472626156,12.220103639728046,5.0
90,28,109,2,0.062441334458323255,13.268809887557126,8.0
90,29,109,1,0.06727781506455627,13.518473215954867,7.0
90,30,109,1,0.07430631891009787,13.565763374332821,6.0
90,31,109,1,0.08372155886182012,13.488171875357995,8.0
90,31,110,2,0.09847619536170119,17.080512921619288,8.0
90,31,110,4,0.09835026475795733,17.033580058615993,7.0
90,31,111,2,0.12507467293670924,20.771010248183998,10.0
90,30,111,3,0.1167293901789412,20.531437650824607,9.0
90,31,111,1,0.12475041902659322,20.67421239395409,7.0
90,32,111,1,0.12826502304661724,20.42659749622692,6.0
90,32,112,2,0.17077969661574713,25.161133966197486,8.0
90,32,113,2,0.2453473575726867,32.96362414314382,10.0
90,31,113,3,0.23631529612452032,32.94013798329568,8.0
90,31,113,4,0.23597636476785125,32.79747597150495,8.0
90,31,113,4,0.23564707495886622,32.65670536401803,9.0
90,31,114,2,0.337371676813821,37.03161959082008,8.0
90,31,113,0,0.23501597535471716,33.49908305745983,8.0
90,32,113,1,0.2580918700778483,33.22833669757461,10.0
90,31,113,3,0.23491368884296926,33.21014104812584,11.0
90,31,112,0,0.1666579073965618,25.53924232091145,11.0
90,31,111,0,0.12274376160615143,20.667438312154694,8.0
90,32,111,1,0.1260793206132433,20.415993453699606,8.0
90,31,111,3,0.12240416203253819,20.574995460861512,10.0
90,32,111,1,0.1257433374402905,20.32379139861833,8.0
90,31,111,3,0.12206594449072022,20.483395471513404,9.0
90,32,111,1,0.12542406196718922,20.232524023580744,9.0
90,31,111,3,0.12173065583903245,20.39251451418947,11.0
90,30,111,3,0.11338938284755545,20.16096266295023,10.0
90,29,111,3,0.1017042194831067,19.511463057481386,9.0
90,29,112,2,0.13613483797222986,23.855222515017633,8.0
90,28,112,3,0.11378512241054735,22.1224009107455,8.0
90,28,113,2,0.1531597423488757,27.52771069312361,12.0
90,28,113,4,0.15310355006235257,27.972412625152636,10.0
90,28,112,0,0.11344823744255979,21.977522872614795,10.0
90,28,112,4,0.11333719560707516,21.932602984539223,10.0
90,28,113,2,0.15289766898338622,28.169484494569165,8.0
90,28,114,2,0.21355641749051565,31.29986417555267,9.0
90,28,113,0,0.15273037978549606,27.918181247317666,8.0
90,27,113,3,0.1233963181117913,24.018604788411423,6.0
90,28,113,1,0.15254020170284205,28.23345557305275,9.0
90,28,114,2,0.21199064988463645,31.370018590347378,9.0
90,28,113,0,0.15232822292336323,28.538237979106192,8.0
90,28,113,4,0.15221441708829783,28.971760834278307,7.0
90,28,113,4,0.15209559761903396,28.84537788320121,6.0
90,29,113,1,0.18475681325401858,30.951378776563978,6.0
90,30,113,1,0.21207244308897794,32.090296679316786,7.0
90,30,112,0,0.14995481686105375,26.08982643617721,6.0
90,29,112,3,0.13266901603390072,25.606666587853702,5.0
90,30,112,1,0.14964449158009827,25.967271321933694,7.0
90,30,111,0,0.10994024083632296,20.85929619817811,5.0
90,30,111,4,0.10979523557854856,20.816212132779633,4.0
90,29,111,3,0.0984162445780467,20.58590864264579,5.0
90,29,111,4,0.09828204848140026,20.529608640646867,5.0
90,29,112,2,0.1316140782827207,25.152917943205832,8.0
90,30,112,1,0.14878188016326685,26.14920943654115,12.0
90,31,112,1,0.16394675345700058,26.91466164890449,11.0
90,30,112,3,0.14851314876000016,26.57578547797455,9.0
90,29,112,3,0.13093624651126434,25.96240707711953,7.0
90,28,112,3,0.11068116964580105,24.122743282074282,6.0
90,28,111,0,0.08470223077729021,19.898618072324158,3.0
90,28,110,0,0.06815880948413426,15.695760618742463,3.0
90,27,110,3,0.06157479972769586,13.983290040245643,5.0
90,27,109,0,0.05634936958031518,12.38329830225539,6.0
90,28,109,1,0.058954143277202394,12.991544180831173,6.0
90,28,109,4,0.05890933876522743,12.970274552541339,5.0
90,29,109,1,0.06363378554093227,13.18069035800867,6.0
90,29,109,4,0.06357712287249102,13.159020367279757,6.0
90,28,109,3,0.05877845237771416,12.90633433579385,4.0
90,28,108,0,0.05669943200473063,11.780709893301653,5.0
90,28,109,2,0.058694059391813276,12.863650087633447,6.0
90,28,110,2,0.06744633513941858,15.368314137332458,5.0
90,28,110,4,0.06737756408013387,15.341094548450316,5.0
90,28,109,0,0.05857154051144588,12.800106032453852,4.0
90,28,110,2,0.06724152595912378,15.285853046497996,3.0
90,28,111,2,0.08328309615073028,19.484085481210187,4.0
90,27,111,3,0.07199586212473971,16.7601834394118,4.0
90,27,111,4,0.07193771432669832,16.730473323677728,4.0
90,28,111,1,0.08300810444631208,19.289921995474728,5.0
90,29,111,1,0.09503948127771492,20.542681580236074,7.0
90,30,111,1,0.10605955263705794,20.91330830727093,8.0
90,31,111,1,0.11498393125437979,20.955716193272554,7.0
90,31,111,4,0.1148814581840817,20.90789712812136,6.0
90,30,111,3,0.10571482662491656,20.762065383611237,6.0
90,30,110,0,0.08148886328523681,15.915069096980158,5.0
90,30,110,4,0.08138794184989373,15.889495735579008,6.0
90,30,109,0,0.0675323954551314,12.638752584817492,5.0
90,31,109,1,0.07259445453465381,12.436993887368892,5.0
90,30,109,3,0.06737042808168218,12.605916345941571,6.0
90,31,109,1,0.07235388932987319,12.403776871922556,6.0
